date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2020-05-28,sz.399006,2071.1679,2075.8685,2021.9805,2054.9640,7923709385,115351464513.1500,3,8.033778,1,-0.796993,0.000000,0.000000,0.000000,0.000000,0
