openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2021-06-30 08:00:00,207.93000000,210.74000000,200.50000000,201.75000000,31755.44150000,1625043599999,6554456.98131400,10836,20501.35470000,4241236.23446700,0
2021-06-30 09:00:00,201.74000000,206.00000000,200.01000000,202.10000000,18888.18810000,1625047199999,3828308.79340600,7294,9376.10940000,1902726.57460700,0
2021-06-30 10:00:00,201.98000000,206.21000000,201.86000000,204.57000000,8781.99720000,1625050799999,1794183.58362700,3785,4756.31250000,971963.02683600,0
2021-06-30 11:00:00,204.49000000,205.40000000,200.67000000,203.94000000,11909.03390000,1625054399999,2420434.40926900,4546,6083.20940000,1237475.05415200,0
2021-06-30 12:00:00,203.81000000,205.11000000,201.52000000,203.09000000,10578.73340000,1625057999999,2151628.61883700,3832,6492.87120000,1320679.92611600,0
2021-06-30 13:00:00,203.10000000,203.95000000,195.00000000,198.87000000,26527.44030000,1625061599999,5246315.92272200,9864,10542.99760000,2082426.26888700,0
2021-06-30 14:00:00,199.09000000,199.99000000,194.66000000,196.81000000,11698.41760000,1625065199999,2309648.41635200,5218,5488.62390000,1084604.18434700,0
2021-06-30 15:00:00,197.00000000,197.37000000,191.12000000,191.95000000,20737.86840000,1625068799999,4002417.37707100,7512,8810.86660000,1701547.70869400,0
2021-06-30 16:00:00,192.11000000,196.00000000,191.12000000,192.39000000,14818.25290000,1625072399999,2871401.59627900,5127,8105.99320000,1571787.79038900,0
2021-06-30 17:00:00,192.29000000,204.85000000,192.12000000,202.97000000,23262.44410000,1625075999999,4653462.21583000,8992,12409.94760000,2478335.50152000,0
2021-06-30 18:00:00,203.14000000,208.32000000,201.26000000,208.28000000,23424.46320000,1625079599999,4804273.39775500,8196,11721.52510000,2406689.40503300,0
2021-06-30 19:00:00,208.32000000,212.44000000,207.41000000,210.37000000,25274.04270000,1625083199999,5308140.23604300,9409,12384.50460000,2601432.43869800,0
2021-06-30 20:00:00,210.51000000,215.91000000,207.13000000,209.51000000,25896.70900000,1625086799999,5491944.85985300,9857,13375.27810000,2837559.03339600,0
2021-06-30 21:00:00,209.58000000,213.42000000,209.44000000,212.82000000,13172.24090000,1625090399999,2786894.57245800,4559,6697.28810000,1417135.37841800,0
2021-06-30 22:00:00,213.00000000,214.22000000,209.91000000,212.21000000,9781.68000000,1625093999999,2072893.42229700,3882,4878.71240000,1034075.82603900,0
2021-06-30 23:00:00,212.31000000,216.68000000,210.95000000,215.05000000,14875.26440000,1625097599999,3177361.35913400,5851,7867.36440000,1679821.98126200,0
2021-07-01 00:00:00,214.79000000,214.99000000,208.21000000,208.53000000,12158.21750000,1625101199999,2562761.70914600,4821,6042.21720000,1273407.95378300,0
2021-07-01 01:00:00,208.50000000,211.90000000,208.37000000,210.49000000,5926.21550000,1625104799999,1247715.97573000,2617,3273.79210000,689228.51659200,0
2021-07-01 02:00:00,210.64000000,211.08000000,201.34000000,201.62000000,18138.29310000,1625108399999,3712494.94801200,6636,8316.34490000,1702783.71868500,0
2021-07-01 03:00:00,201.77000000,204.26000000,200.22000000,200.30000000,10988.90440000,1625111999999,2221398.37217100,4072,4987.42270000,1009793.51600100,0
2021-07-01 04:00:00,200.31000000,205.52000000,200.13000000,205.10000000,7855.87640000,1625115599999,1593291.00199800,3514,4332.79880000,878616.36418800,0
2021-07-01 05:00:00,205.36000000,206.54000000,202.24000000,205.48000000,6415.32510000,1625119199999,1311245.88393300,3390,3335.32820000,682106.06189400,0
2021-07-01 06:00:00,205.52000000,207.33000000,195.33000000,195.82000000,18289.52050000,1625122799999,3672976.61458100,7725,8196.26220000,1647773.81913800,0
2021-07-01 07:00:00,195.72000000,197.98000000,193.53000000,193.90000000,16857.54400000,1625126399999,3301705.67258300,6747,8258.16910000,1618254.97332600,0
2021-07-01 08:00:00,193.87000000,196.85000000,193.20000000,196.26000000,12372.41680000,1625129999999,2414858.58908100,4717,6345.94860000,1238826.81329500,0
2021-07-01 09:00:00,196.11000000,197.90000000,193.43000000,195.28000000,13172.58540000,1625133599999,2579824.16773300,4825,7261.90670000,1423778.37294300,0
2021-07-01 10:00:00,195.27000000,197.00000000,193.64000000,196.24000000,7618.08170000,1625137199999,1491287.09183000,3383,3809.47260000,746315.37535400,0
2021-07-01 11:00:00,196.10000000,208.89000000,195.67000000,207.36000000,22479.04170000,1625140799999,4569957.83785400,9396,11614.55410000,2357199.58283900,0
