openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2021-06-30 08:00:00,300.62000000,300.67000000,292.91000000,293.47000000,98432.87350000,1625043599999,29258386.07371800,30108,48813.78920000,14516001.16068100,0
2021-06-30 09:00:00,293.48000000,294.50000000,289.17000000,291.91000000,114796.24300000,1625047199999,33559844.15490100,39160,51137.27300000,14958258.71210800,0
2021-06-30 10:00:00,291.96000000,294.28000000,291.28000000,292.68000000,110409.59530000,1625050799999,32337013.37344200,26719,68077.57350000,19942321.04198700,0
2021-06-30 11:00:00,292.64000000,294.52000000,290.37000000,293.52000000,99503.59430000,1625054399999,29143833.81854600,29856,56241.43620000,16474857.31662100,0
2021-06-30 12:00:00,293.55000000,294.27000000,290.41000000,291.46000000,55721.49030000,1625057999999,16295651.75548600,23744,26074.44610000,7627658.43817400,0
2021-06-30 13:00:00,291.45000000,292.10000000,288.16000000,290.93000000,66009.76340000,1625061599999,19115042.05112200,29715,32057.05480000,9284728.45660300,0
2021-06-30 14:00:00,290.93000000,292.74000000,288.61000000,289.52000000,58850.27100000,1625065199999,17122431.29777000,24184,28386.36840000,8260002.80280600,0
2021-06-30 15:00:00,289.52000000,289.97000000,281.53000000,283.53000000,161865.35450000,1625068799999,46080813.80415300,52224,73859.37560000,21019221.75796000,0
2021-06-30 16:00:00,283.47000000,285.79000000,281.61000000,283.42000000,71492.72620000,1625072399999,20323410.08891000,26749,35070.92210000,9970918.97948700,0
2021-06-30 17:00:00,283.42000000,289.62000000,283.36000000,288.97000000,76663.73320000,1625075999999,22034317.10208900,26828,36790.92240000,10571273.16817700,0
2021-06-30 18:00:00,289.04000000,293.88000000,287.90000000,293.33000000,85052.82010000,1625079599999,24709086.22858400,29960,43764.74160000,12716493.15913900,0
2021-06-30 19:00:00,293.39000000,298.00000000,292.00000000,297.11000000,96329.83810000,1625083199999,28444726.19946600,35016,48225.90760000,14239422.80781400,0
2021-06-30 20:00:00,297.15000000,301.00000000,293.81000000,296.81000000,123837.14310000,1625086799999,36969983.16621600,46200,65397.93760000,19529527.09216300,0
2021-06-30 21:00:00,296.94000000,301.70000000,296.89000000,299.21000000,60301.51860000,1625090399999,18054681.67411200,32397,34760.94850000,10408636.23287600,0
2021-06-30 22:00:00,299.24000000,302.94000000,297.25000000,300.99000000,62426.51690000,1625093999999,18767476.29044400,28810,29709.68050000,8928062.54022000,0
2021-06-30 23:00:00,301.02000000,304.88000000,300.71000000,303.71000000,60504.65890000,1625097599999,18301539.90628500,27547,31542.50430000,9541448.72336500,0
2021-07-01 00:00:00,303.75000000,304.00000000,298.56000000,300.19000000,63026.57440000,1625101199999,18964036.17466800,24688,25892.00500000,7790699.05001400,0
2021-07-01 01:00:00,300.20000000,303.00000000,300.00000000,301.74000000,43445.63410000,1625104799999,13095972.83834700,16187,24212.70340000,7299008.99440600,0
2021-07-01 02:00:00,301.74000000,302.11000000,294.40000000,295.29000000,66578.15050000,1625108399999,19774183.52907300,28440,32938.62880000,9781652.62191300,0
2021-07-01 03:00:00,295.27000000,296.50000000,291.51000000,291.59000000,54764.04480000,1625111999999,16084103.45068300,21519,26232.45020000,7705697.69006200,0
2021-07-01 04:00:00,291.56000000,294.30000000,288.75000000,294.17000000,69976.71900000,1625115599999,20462404.74137700,25025,33429.92780000,9782174.40783900,0
2021-07-01 05:00:00,294.17000000,294.33000000,291.24000000,293.55000000,39305.96280000,1625119199999,11511717.13984900,15885,19729.45620000,5779443.31736700,0
2021-07-01 06:00:00,293.58000000,295.93000000,285.20000000,285.79000000,91373.72940000,1625122799999,26532399.41742000,34157,45001.19460000,13076466.39057000,0
2021-07-01 07:00:00,285.78000000,287.99000000,284.12000000,284.49000000,97030.88710000,1625126399999,27768221.45380000,34333,47643.64850000,13640111.51456500,0
2021-07-01 08:00:00,284.46000000,287.12000000,283.97000000,286.34000000,78063.65790000,1625129999999,22300479.36751900,26418,37530.90310000,10723212.74800400,0
2021-07-01 09:00:00,286.34000000,287.49000000,283.62000000,285.14000000,82018.19850000,1625133599999,23420061.68056800,29520,42192.16770000,12050064.95004100,0
2021-07-01 10:00:00,285.14000000,287.12000000,284.07000000,285.53000000,57906.05450000,1625137199999,16559648.53872400,23866,29937.97100000,8563491.72599700,0
2021-07-01 11:00:00,285.54000000,290.58000000,285.31000000,290.13000000,89501.65070000,1625140799999,25840381.10172100,34305,46191.20810000,13336061.73063600,0
