openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2020-11-04 21:00:00,0.10000000,0.29000000,0.10000000,0.16963000,43737185.40000000,1604498399999,7543279.23109700,35685,19574565.80000000,3391566.75108100,0
2020-11-04 22:00:00,0.16964000,0.18000000,0.16621000,0.17011000,7317994.20000000,1604501999999,1264149.92576800,7130,3707299.60000000,642316.33161400,0
2020-11-04 23:00:00,0.17090000,0.17140000,0.15313000,0.15487000,5758820.10000000,1604505599999,928877.22303000,4214,2127260.90000000,340441.02158400,0
2020-11-05 00:00:00,0.15445000,0.15700000,0.14198000,0.14710000,4644003.00000000,1604509199999,689829.81422400,3834,2070819.80000000,307873.91186400,0
2020-11-05 01:00:00,0.14730000,0.16867000,0.14662000,0.15800000,2858765.50000000,1604512799999,449954.73979700,2217,1403579.90000000,221479.14215600,0
2020-11-05 02:00:00,0.15800000,0.16275000,0.15245000,0.15666000,2204083.50000000,1604516399999,348807.28341100,1680,797514.70000000,126975.93110900,0
2020-11-05 03:00:00,0.15548000,0.16000000,0.15221000,0.15649000,895570.30000000,1604519999999,139584.54902000,709,407356.50000000,63701.99351600,0
2020-11-05 04:00:00,0.15650000,0.16250000,0.15460000,0.15601000,823992.60000000,1604523599999,130016.30682600,506,575358.20000000,91049.47692400,0
2020-11-05 05:00:00,0.15601000,0.15608000,0.15057000,0.15149000,518670.40000000,1604527199999,79407.06593700,519,150018.40000000,22987.26198700,0
2020-11-05 06:00:00,0.15136000,0.15368000,0.15050000,0.15194000,308277.20000000,1604530799999,46881.55216200,308,92988.10000000,14173.16287100,0
2020-11-05 07:00:00,0.15188000,0.15219000,0.14335000,0.14583000,755420.60000000,1604534399999,111146.77084600,453,266274.70000000,39011.60794500,0
2020-11-05 08:00:00,0.14617000,0.15000000,0.14225000,0.14807000,765904.50000000,1604537999999,111546.12254800,670,279668.70000000,40795.91221500,0
2020-11-05 09:00:00,0.14754000,0.15082000,0.14362000,0.14521000,985052.50000000,1604541599999,145265.42320200,509,285924.00000000,42660.22289200,0
2020-11-05 10:00:00,0.14489000,0.14809000,0.14225000,0.14500000,521656.20000000,1604545199999,75570.46483100,401,215209.30000000,31229.63693300,0
2020-11-05 11:00:00,0.14523000,0.14677000,0.13349000,0.13880000,1719302.40000000,1604548799999,240588.72973800,903,723474.70000000,102226.25707300,0
2020-11-05 12:00:00,0.13798000,0.14146000,0.13447000,0.14094000,932630.00000000,1604552399999,128320.34838700,576,484140.10000000,66695.90538000,0
2020-11-05 13:00:00,0.13928000,0.14142000,0.13375000,0.13375000,663175.60000000,1604555999999,91264.30413000,491,192296.20000000,26597.52796600,0
