openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2020-01-01,0.00448000,0.00458000,0.00446000,0.00454000,25680636.40000000,1577923199999,116274.95485100,840,12393838.60000000,56113.91556500,0
2020-01-02,0.00454000,0.00465000,0.00431000,0.00438000,30445004.30000000,1578009599999,135417.49372900,1249,13902258.90000000,61834.21862500,0
2020-01-03,0.00439000,0.00459000,0.00430000,0.00454000,43348167.30000000,1578095999999,194214.37165800,1847,20567696.90000000,92307.00970300,0
2020-01-04,0.00455000,0.00462000,0.00446000,0.00461000,33554065.10000000,1578182399999,152401.19802700,1113,14471772.70000000,65758.74720900,0
2020-01-05,0.00460000,0.00471000,0.00457000,0.00463000,28268826.50000000,1578268799999,130970.96802300,1189,13509762.50000000,62644.42270300,0
2020-01-06,0.00463000,0.00493000,0.00463000,0.00489000,79102920.60000000,1578355199999,380683.25643700,3263,45406231.10000000,218473.61065800,0
2020-01-07,0.00490000,0.00496000,0.00473000,0.00481000,68474027.50000000,1578441599999,330531.97468000,3131,34264952.00000000,165575.22073900,0
2020-01-08,0.00481000,0.00488000,0.00455000,0.00469000,69003470.00000000,1578527999999,326058.33225000,2992,30434858.50000000,143975.45388000,0
2020-01-09,0.00469000,0.00473000,0.00452000,0.00459000,48883781.20000000,1578614399999,226103.30694700,1933,22514296.10000000,104161.19613900,0
2020-01-10,0.00459000,0.00469000,0.00453000,0.00469000,45945526.70000000,1578700799999,211605.16574300,2266,19869529.50000000,91655.99660300,0
2020-01-11,0.00469000,0.00474000,0.00459000,0.00465000,42797223.90000000,1578787199999,199233.08846200,2053,20223497.30000000,94212.40786800,0
2020-01-12,0.00465000,0.00480000,0.00463000,0.00478000,25102431.30000000,1578873599999,118354.56133900,1430,14409625.10000000,67921.04790200,0
2020-01-13,0.00478000,0.00479000,0.00463000,0.00467000,24226849.50000000,1578959999999,113796.65037900,1302,10556965.80000000,49673.07653700,0
2020-01-14,0.00467000,0.00512000,0.00460000,0.00507000,128174106.70000000,1579046399999,621505.92820700,5666,62118060.40000000,302229.21347200,0
2020-01-15,0.00505000,0.00534000,0.00499000,0.00523000,108968766.50000000,1579132799999,562628.76719200,4543,55922921.50000000,289257.17180000,0
2020-01-16,0.00522000,0.00523000,0.00497000,0.00514000,60951439.30000000,1579219199999,309287.80710700,2264,27310008.00000000,138817.01826900,0
2020-01-17,0.00514000,0.00555000,0.00510000,0.00544000,119081793.60000000,1579305599999,631409.32909100,3915,58461987.30000000,310753.03659000,0
2020-01-18,0.00544000,0.00555000,0.00524000,0.00528000,81890097.30000000,1579391999999,437251.62872600,3032,36103651.70000000,193306.27183300,0
2020-01-19,0.00529000,0.00539000,0.00491000,0.00511000,62914298.90000000,1579478399999,323166.07102500,2806,28709101.90000000,147906.79188700,0
2020-01-20,0.00511000,0.00515000,0.00498000,0.00510000,33331047.20000000,1579564799999,168998.38850500,1168,16148717.80000000,81962.78188900,0
2020-01-21,0.00508000,0.00518000,0.00498000,0.00512000,30767089.40000000,1579651199999,156849.00201200,1245,14960485.80000000,76296.07964100,0
2020-01-22,0.00510000,0.00522000,0.00506000,0.00519000,22777318.50000000,1579737599999,116894.88594000,906,13414690.10000000,68957.94565100,0
2020-01-23,0.00518000,0.00520000,0.00487000,0.00496000,25446908.10000000,1579823999999,127182.89938400,1074,9163283.10000000,45744.02401900,0
2020-01-24,0.00497000,0.00500000,0.00479000,0.00494000,20688466.90000000,1579910399999,101269.24692600,883,8710272.50000000,42792.93399800,0
2020-01-25,0.00492000,0.00499000,0.00485000,0.00494000,11471326.80000000,1579996799999,56403.78879300,486,6339507.70000000,31227.73352400,0
2020-01-26,0.00491000,0.00515000,0.00487000,0.00512000,22712809.90000000,1580083199999,113613.38171300,877,14427399.30000000,72140.31359900,0
2020-01-27,0.00513000,0.00517000,0.00503000,0.00511000,22038156.20000000,1580169599999,112762.14610600,1007,11266931.70000000,57746.38658100,0
2020-01-28,0.00512000,0.00554000,0.00505000,0.00531000,49438270.70000000,1580255999999,256022.02219800,1738,25965393.40000000,135071.30688700,0
